 0.00000,   -2.85351
   0.00000,   -2.39888
   0.00000,   -1.80441
   0.00000,   -1.52871
   0.00000,   -0.60048
   0.00000,   -0.44483
   0.00000,    0.32421
   0.00000,    0.20543
   0.00000,    1.12231
   0.00000,    1.71673
   0.00000,    2.04384
   0.00000,    2.75735
   0.00000,    3.44189
   0.00000,    4.32369
   0.00000,    5.28018
   0.00000,    5.85259
   0.00000,    6.44597
   0.00000,    6.90291
   0.00000,    7.22265
   0.00000,    7.28418
   0.00000,    7.49989
   0.00000,    7.48188
   0.00000,    7.97018
   0.00000,    8.02605
   0.00000,    8.16084
   0.00000,    8.18706
   0.00000,    8.34956
   0.00000,    8.52923
   0.00000,    8.47770
   0.00000,    8.32570
   0.00000,    8.02072
   0.00000,    7.70795
   0.00000,    7.32817
   0.00000,    7.18210
   0.00000,    7.00306
   0.00000,    6.95750
   0.00000,    6.74165
   0.00000,    6.58406
   0.00000,    6.27137
   0.00000,    6.13655
   0.00000,    6.02135
   0.00000,    5.65891
   0.00000,    5.67868
   0.00000,    5.21965
   0.00000,    5.23232
   0.00000,    4.89167
   0.00000,    4.61594
   0.00000,    4.50183
   0.00000,    4.38010
   0.00000,    4.35506
   0.00000,    4.60349
   0.00000,    5.07355
   0.00000,    4.79903
   0.00000,    4.99903
   0.00000,    5.14958
   0.00000,    5.34805
   0.00000,    5.33572
   0.00000,    5.46096
   0.00000,    5.67970
   0.00000,    5.79959
   0.00000,    5.91821
   0.00000,    5.84078
   0.00000,    5.89161
   0.00000,    5.67581
   0.00000,    5.76021
   0.00000,    5.86695
   0.00000,    5.94811
   0.00000,    5.87068
   0.00000,    5.99695
   0.00000,    5.99749
   0.00000,    5.84192
   0.00000,    6.01478
   0.00000,    5.80860
   0.00000,    5.61669
   0.00000,    5.36678
   0.00000,    5.51284
   0.00000,    5.77027
   0.00000,    5.71213
   0.00000,    5.80568
   0.00000,    5.71901
   0.00000,    6.18366
   0.00000,    6.25672
   0.00000,    6.25856
   0.00000,    6.14597
   0.00000,    6.14074
   0.00000,    6.25013
   0.00000,    6.41331
   0.00000,    6.23040
   0.00000,    6.35022
   0.00000,    6.41816
   0.00000,    6.35112
   0.00000,    6.70130
   0.00000,    6.57998
   0.00000,    6.42995
   0.00000,    6.36444
   0.00000,    6.58102
   0.00000,    6.78815
   0.00000,    6.93279
   0.00000,    6.93803
   0.00000,    7.20754
   0.00000,    7.38339
   0.00000,    7.28125
   0.00000,    7.24210
   0.00000,    7.12412
   0.00000,    7.14831
   0.00000,    7.30520
   0.00000,    7.33884
   0.00000,    7.43428
   0.00000,    7.48678
   0.00000,    7.44696
   0.00000,    7.49473
   0.00000,    7.60377
   0.00000,    7.55392
   0.00000,    7.60901
   0.00000,    7.83643
   0.00000,    7.82760
   0.00000,    7.69647
   0.00000,    7.63031
   0.00000,    7.27589
   0.00000,    7.04676
   0.00000,    6.86056
   0.00000,    6.57983
   0.00000,    6.36355
   0.00000,    6.05700
   0.00000,    5.69154
   0.00000,    5.80029
   0.00000,    5.95070
   0.00000,    5.97215
   0.00000,    6.05200
   0.00000,    6.00441
   0.00000,    5.93356
   0.00000,    5.61171
   0.00000,    5.71987
   0.00000,    5.46443
   0.00000,    5.38908
   0.00000,    5.59471
   0.00000,    5.76767
   0.00000,    5.38055
   0.00000,    5.33261
   0.00000,    4.89804
   0.00000,    4.55220
   0.00000,    4.60686
   0.00000,    4.58153
   0.00000,    4.45638
   0.00000,    4.26959
   0.00000,    4.66047
   0.00000,    4.55213
   0.00000,    4.40112
   0.00000,    4.66006
   0.00000,    4.28936
   0.00000,    4.12640
   0.00000,    4.35088
   0.00000,    4.60777
   0.00000,    4.72279
   0.00000,    5.04337
   0.00000,    5.05656
   0.00000,    5.10631
   0.00000,    5.16752
   0.00000,    5.39233
   0.00000,    5.53455
   0.00000,    5.59550
   0.00000,    5.79871
   0.00000,    5.79460
   0.00000,    5.84434
   0.00000,    5.90294
   0.00000,    5.95425
   0.00000,    5.97530
   0.00000,    6.03065
   0.00000,    5.92899
   0.00000,    5.78670
   0.00000,    5.79313
   0.00000,    5.71894
   0.00000,    5.66558
   0.00000,    5.64856
   0.00000,    5.60986
   0.00000,    5.48040
   0.00000,    5.38501
   0.00000,    5.18698
   0.00000,    5.39642
   0.00000,    5.42440
   0.00000,    5.59061
   0.00000,    5.57562
   0.00000,    5.23596
   0.00000,    5.38640
   0.00000,    5.54847
   0.00000,    5.33804
   0.00000,    5.26168
   0.00000,    5.21879
   0.00000,    5.05006
   0.00000,    4.82658
   0.00000,    4.22572
   0.00000,    4.34213
   0.00000,    4.14937
   0.00000,    4.15393
   0.00000,    3.67830
   0.00000,    3.83246
   0.00000,    3.66901
   0.17857,    3.11839
   0.17857,    3.29093
   0.17857,    3.35996
   0.17857,    2.98522
   0.89286,    3.11037
   0.89286,    2.94819
   0.89286,    3.00383
   0.89286,    2.75509
   1.07143,    2.78924
   1.07143,    2.44800
   1.07143,    2.44818
   1.07143,    2.53358
   1.07143,    2.25482
   1.25000,    2.17055
   1.25000,    2.23049
   1.25000,    2.30081
   1.25000,    2.26245
   1.25000,    1.99950
   1.25000,    1.92854
   1.25000,    1.99906
   1.25000,    2.22611
   1.25000,    2.51059
   1.25000,    3.23178
   1.25000,    3.54304
   1.25000,    3.92833
   1.25000,    4.23986
   1.25000,    4.31085
   1.42857,    4.49140
   1.42857,    4.51128
   1.42857,    4.68554
   1.42857,    4.43549
   1.42857,    4.57598
   1.60714,    4.65184
